Date,Open,High,Low,Close,Adj Close,Volume
21/01/2023,25.551525,26.4105,24.614994,24.627838,24.627838,1948796870
22/01/2023,24.624043,25.38925,23.756323,24.23279,24.23279,1029738787
23/01/2023,24.231546,24.885983,23.973736,24.357807,24.357807,874649827
24/01/2023,24.352102,25.167665,22.647783,22.795673,22.795673,837211317
25/01/2023,22.796204,25.216593,22.397007,24.571445,24.571445,1166026842
26/01/2023,24.561398,25.120348,23.953539,24.350697,24.350697,809826004
27/01/2023,24.350981,24.861765,23.498766,24.407858,24.407858,682926581
28/01/2023,24.410603,25.017385,23.841827,23.981802,23.981802,489857934
29/01/2023,23.980787,26.652805,23.827845,26.132387,26.132387,1131621628
30/01/2023,26.135302,26.249315,23.489176,23.946321,23.946321,1084170329
31/01/2023,23.949322,24.341288,23.592249,23.952547,23.952547,617019880
01/02/2023,23.948515,25.126236,22.643122,24.993359,24.993359,984317489
02/02/2023,24.988787,26.037151,24.254307,24.265059,24.265059,1017290364
03/02/2023,24.260811,25.003572,24.118975,24.680897,24.680897,643813200
04/02/2023,24.679983,24.892578,24.317745,24.317745,24.317745,321758043
05/02/2023,24.319521,24.425667,23.116827,23.493439,23.493439,578466008
06/02/2023,23.493685,23.687357,22.603905,22.706388,22.706388,449884793
07/02/2023,22.697823,23.899799,22.607054,23.861357,23.861357,625438600
08/02/2023,23.860729,24.148073,22.881855,23.192671,23.192671,534148944
09/02/2023,23.198092,23.279087,20.203577,20.452127,20.452127,797436250
10/02/2023,20.45359,21.117727,19.843344,20.13011,20.13011,654189930
11/02/2023,20.128391,20.86068,20.119469,20.830095,20.830095,267159267
12/02/2023,20.828875,22.260618,20.646626,21.489979,21.489979,532943787
13/02/2023,21.486788,21.529655,19.870745,20.7901,20.7901,693292656
14/02/2023,20.781595,22.245665,20.711224,21.824953,21.824953,865868623
15/02/2023,21.824722,23.901154,21.502102,23.883902,23.883902,747616299
16/02/2023,23.88419,24.030554,22.264261,22.285952,22.285952,885086333
17/02/2023,22.282129,23.493309,22.153913,23.166758,23.166758,580803415
18/02/2023,23.167397,23.757635,22.967705,23.478592,23.478592,370892073
19/02/2023,23.476208,25.520731,23.268293,24.840752,24.840752,993875671
20/02/2023,24.846375,26.925581,24.342072,26.181387,26.181387,1459545676
21/02/2023,26.182732,26.424297,24.673828,24.948559,24.948559,925847245
22/02/2023,24.949751,25.135201,23.377934,24.181349,24.181349,892548647
23/02/2023,24.182421,24.635834,23.683668,23.900801,23.900801,579213279
24/02/2023,23.899637,24.05633,22.636557,23.053036,23.053036,612377428
25/02/2023,23.058849,23.273439,21.641863,22.523399,22.523399,547286025
26/02/2023,22.523857,23.484447,22.32424,23.256088,23.256088,370371591
27/02/2023,23.255739,23.367462,22.400766,22.692589,22.692589,475987023
28/02/2023,22.690985,22.725033,21.825813,21.916388,21.916388,351065863
01/03/2023,21.912136,22.795338,21.738678,22.506432,22.506432,346532018
02/03/2023,22.505314,22.575216,21.73251,21.984879,21.984879,322545445
03/03/2023,21.986517,22.001711,20.541079,21.399353,21.399353,489228523
04/03/2023,21.400026,21.536839,20.374146,20.966839,20.966839,249364880
05/03/2023,20.966393,21.616997,20.895563,20.978584,20.978584,278729462
06/03/2023,20.978413,21.098866,20.522215,20.635012,20.635012,318022843
07/03/2023,20.634691,20.886848,19.820597,20.244732,20.244732,394901279
08/03/2023,20.243931,20.332367,18.286304,18.421194,18.421194,620543521
09/03/2023,18.424707,18.689047,16.943132,17.308147,17.308147,754162560
10/03/2023,17.31225,18.323397,16.117346,18.243643,18.243643,944032048
11/03/2023,18.243105,18.848188,17.171354,18.225843,18.225843,696894876
12/03/2023,18.224798,20.392891,17.942476,20.310532,20.310532,666940879
13/03/2023,20.310793,21.340412,18.964472,20.433712,20.433712,1161164364
14/03/2023,20.434708,22.106672,19.914528,20.928034,20.928034,1130224251
15/03/2023,20.935295,21.488909,18.830359,19.290981,19.290981,816614774
16/03/2023,19.299496,19.883511,19.03631,19.730543,19.730543,438673097
17/03/2023,19.730066,21.676241,19.499819,21.629103,21.629103,623518286
18/03/2023,21.632441,22.861988,21.14187,21.195902,21.195902,789771840
19/03/2023,21.19829,22.453812,21.19829,21.903402,21.903402,475166077
20/03/2023,21.904612,23.831194,21.58556,22.176464,22.176464,1147250538
21/03/2023,22.177589,23.223715,21.639103,22.618267,22.618267,745081556
22/03/2023,22.614277,23.067322,21.149651,21.480486,21.480486,851680842
23/03/2023,21.475513,22.700598,21.216276,22.216778,22.216778,555730954
24/03/2023,22.214151,22.258434,20.355827,20.678856,20.678856,547225198
25/03/2023,20.677746,20.952482,20.184853,20.446646,20.446646,272949711
26/03/2023,20.444178,21.129982,20.34569,20.975519,20.975519,226663968
27/03/2023,20.976086,20.979824,19.508055,19.921675,19.921675,359607077
28/03/2023,19.922195,20.764208,19.665567,20.470697,20.470697,347656506
29/03/2023,20.465441,21.505144,20.458122,21.111467,21.111467,378726667
30/03/2023,21.11384,21.590513,20.232969,20.551046,20.551046,472449267
31/03/2023,20.552515,21.441999,20.155243,21.170496,21.170496,352864960
01/04/2023,21.171352,21.313889,20.858906,20.975641,20.975641,209186327
02/04/2023,21.087992,21.286085,20.315701,20.536976,20.536976,229561591
03/04/2023,20.536037,20.934097,20.024902,20.44305,20.44305,437266506
04/04/2023,20.44265,21.236378,20.35272,20.92462,20.92462,305630170
05/04/2023,20.924538,21.319178,20.670977,20.966007,20.966007,324885702
06/04/2023,20.969713,20.970621,20.506414,20.610128,20.610128,222557225
07/04/2023,20.611345,20.771725,20.267675,20.46994,20.46994,171660856
08/04/2023,20.466675,20.713236,19.947697,20.036449,20.036449,194413927
09/04/2023,20.03837,20.420706,19.964378,20.299465,20.299465,152580905
10/04/2023,20.300236,20.936527,20.115707,20.882357,20.882357,224169192
11/04/2023,20.883928,23.635956,20.860193,23.018827,23.018827,1083533914
12/04/2023,23.018801,24.344652,22.423229,23.985306,23.985306,1204250258
13/04/2023,23.810883,25.242456,23.704796,24.432308,24.432308,792335438
14/04/2023,24.435778,25.461393,23.817448,24.772722,24.772722,859037933
15/04/2023,24.774611,24.774611,23.872028,24.079378,24.079378,379745930
16/04/2023,24.079786,25.454144,23.947815,25.361927,25.361927,466841333
17/04/2023,25.36248,25.938335,24.406898,24.558846,24.558846,789077237
18/04/2023,24.564686,25.423292,24.102089,24.85269,24.85269,487693856
19/04/2023,24.85041,24.939508,22.266665,22.712835,22.712835,836873906
20/04/2023,22.70462,23.120537,21.664963,22.18144,22.18144,658826580
21/04/2023,22.183802,22.37649,21.133299,21.278135,21.278135,489546774
22/04/2023,21.277473,21.948162,21.108492,21.816288,21.816288,246809009
23/04/2023,21.816427,22.217382,21.067719,21.480139,21.480139,314447869
24/04/2023,21.47946,21.950172,21.078793,21.391069,21.391069,358681450
25/04/2023,21.389921,21.937141,20.783756,21.927254,21.927254,367752382
26/04/2023,21.927477,22.921377,20.574015,21.283012,21.283012,690088236
27/04/2023,21.284691,22.483582,21.226152,22.340115,22.340115,509745191
28/04/2023,22.339731,23.460052,22.210754,23.366287,23.366287,511781472
29/04/2023,23.366915,23.750763,22.987078,23.182997,23.182997,369964075
30/04/2023,23.183659,23.929724,22.832014,22.832014,22.832014,368042267
01/05/2023,22.828505,22.878492,21.640711,21.986633,21.986633,438350469
02/05/2023,21.986553,22.373878,21.772896,22.264978,22.264978,296722866
03/05/2023,22.265135,22.267185,21.2827,22.218002,22.218002,445797367
04/05/2023,22.218752,22.441139,21.651815,21.730349,21.730349,291826693
05/05/2023,21.730816,23.029722,21.706457,22.826111,22.826111,423211212
06/05/2023,22.828093,23.222301,21.729971,21.974262,21.974262,351934449
07/05/2023,21.971926,22.738605,21.808727,21.844229,21.844229,303626005
08/05/2023,21.807779,21.807779,20.26063,20.657463,20.657463,553548056
09/05/2023,20.658003,20.964788,20.459637,20.683645,20.683645,272780907
10/05/2023,20.682779,21.29501,20.165688,20.953711,20.953711,490700208
11/05/2023,20.9555,20.9555,19.855696,20.23488,20.23488,376535594
12/05/2023,20.232479,20.929598,19.864313,20.911795,20.911795,362726295
13/05/2023,20.915911,21.247978,20.821968,20.868761,20.868761,224618367
14/05/2023,20.868267,21.243988,20.666637,20.953398,20.953398,184522451
15/05/2023,20.953228,21.48564,20.64781,21.007189,21.007189,307353987
16/05/2023,21.008013,21.120253,20.47538,20.67942,20.67942,279283146
17/05/2023,20.679012,21.170769,20.500479,21.068399,21.068399,279742763
18/05/2023,21.068193,21.068193,20.168507,20.348696,20.348696,293327002
19/05/2023,20.348099,20.5581,20.312674,20.349871,20.349871,149073606
20/05/2023,20.350309,20.361488,20.146999,20.285446,20.285446,121021517
21/05/2023,20.285702,20.383839,19.508217,19.609438,19.609438,210641913
22/05/2023,19.612019,19.981628,19.383373,19.542046,19.542046,216922971
23/05/2023,19.542263,20.152935,19.45126,20.043182,20.043182,258761187
24/05/2023,20.04435,20.062014,18.914326,19.223663,19.223663,297840141
25/05/2023,19.222572,19.525496,18.892263,19.260662,19.260662,194537149
26/05/2023,19.260941,19.541164,19.120453,19.366957,19.366957,140228468
27/05/2023,19.366158,20.499245,19.35017,20.425234,20.425234,179682882
28/05/2023,20.426081,21.15099,20.336889,20.798578,20.798578,291460886
29/05/2023,20.800047,20.970686,20.297682,20.58651,20.58651,228295637
30/05/2023,20.587137,21.381718,20.519501,21.254084,21.254084,367512387
31/05/2023,21.255285,21.318878,20.468752,20.824503,20.824503,246152341
01/06/2023,20.824892,20.972609,20.46447,20.502218,20.502218,209047110
02/06/2023,20.502729,21.35614,20.383593,21.257595,21.257595,237609887
03/06/2023,21.258623,21.335468,21.017078,21.155565,21.155565,144933830
04/06/2023,21.15741,22.284592,21.061323,21.818975,21.818975,317802167
05/06/2023,21.821796,22.042025,19.423832,20.07506,20.07506,594214946
06/06/2023,20.062506,20.683781,19.320532,20.398483,20.398483,441408235
07/06/2023,20.399315,20.486584,18.549921,18.634283,18.634283,390444801
08/06/2023,18.635647,19.077765,18.294737,18.909475,18.909475,258460307
09/06/2023,18.908403,19.299477,17.161293,17.3797,17.3797,463344687
10/06/2023,17.381353,17.392958,13.379449,15.656101,15.656101,1230339924
11/06/2023,15.65445,16.115692,15.198493,15.558776,15.558776,446176848
12/06/2023,15.557232,15.606237,14.81719,15.196708,15.196708,384209938
13/06/2023,15.196287,15.873086,14.816585,15.018193,15.018193,363876713
14/06/2023,15.01819,15.30515,14.195953,14.486572,14.486572,296502336
15/06/2023,14.486286,15.010393,14.214148,14.759473,14.759473,329864409
16/06/2023,14.760416,15.399172,14.469567,15.308254,15.308254,232544705
17/06/2023,15.308581,16.065783,15.185427,15.650521,15.650521,206436912
18/06/2023,15.649475,15.812691,15.361244,15.438235,15.438235,141612316
19/06/2023,15.438766,16.075371,15.414377,16.073042,16.073042,163949883
20/06/2023,16.078037,16.665106,15.759371,16.635231,16.635231,265787114
21/06/2023,16.635487,17.379574,16.583469,17.257046,17.257046,357788986
22/06/2023,17.257149,17.698505,16.610346,16.64262,16.64262,299233520
23/06/2023,16.642969,17.510693,16.236748,17.149534,17.149534,386994632
24/06/2023,17.149275,17.517597,16.463318,16.652863,16.652863,260480952
25/06/2023,16.651472,17.340685,16.607138,16.97138,16.97138,252839095
26/06/2023,16.969646,17.101677,16.020975,16.270027,16.270027,275948459
27/06/2023,16.269871,16.909897,16.178589,16.61965,16.61965,259041273
28/06/2023,16.621904,16.627329,15.747582,15.986843,15.986843,327399744
29/06/2023,15.985511,18.199755,15.906377,17.970457,17.970457,737633196
30/06/2023,17.971071,19.855125,17.314871,18.897322,18.897322,1120379648
01/07/2023,18.896065,18.971428,17.945799,18.683903,18.683903,349552752
02/07/2023,18.689669,19.704559,18.582005,19.453594,19.453594,497231250
03/07/2023,19.452414,19.613159,18.943146,19.240538,19.240538,324227812
04/07/2023,19.242031,19.876696,19.096739,19.143229,19.143229,345225951
05/07/2023,19.145613,19.355267,18.498629,18.992865,18.992865,260416081
06/07/2023,18.991993,20.922775,18.886261,19.729385,19.729385,903770571
07/07/2023,19.72611,21.601711,19.318932,21.484665,21.484665,988591308
08/07/2023,21.485252,22.403002,21.356882,21.859268,21.859268,693929963
09/07/2023,21.854956,22.322025,21.087578,21.349005,21.349005,405174806
10/07/2023,21.347788,21.777145,20.572586,21.313776,21.313776,543191863
11/07/2023,21.314722,22.2852,21.242493,22.092934,22.092934,453810523
12/07/2023,22.092424,22.712725,21.828255,21.977602,21.977602,541605988
13/07/2023,21.97846,26.624346,21.494825,26.025696,26.025696,1527996472
14/07/2023,26.02076,30.057695,25.434978,26.735718,26.735718,2184090884
15/07/2023,26.729034,29.057396,26.688868,27.391356,27.391356,1323279744
16/07/2023,27.395527,28.551088,26.897699,27.384083,27.384083,753056132
17/07/2023,27.385769,28.380919,25.895729,26.872766,26.872766,970813262
18/07/2023,26.869007,27.045597,24.824854,25.544504,25.544504,696782373
19/07/2023,25.550882,26.922089,25.418062,26.372353,26.372353,603189951
20/07/2023,26.368727,26.896439,25.169426,25.375168,25.375168,606255421
21/07/2023,25.375525,25.947922,25.142338,25.544268,25.544268,410907584
22/07/2023,25.543179,25.950357,24.306475,24.535053,24.535053,335432006
23/07/2023,24.532663,25.213612,24.250967,24.766815,24.766815,330741258
24/07/2023,24.76552,24.810638,23.069426,23.381491,23.381491,492344649
25/07/2023,23.383249,23.525883,22.864363,23.279322,23.279322,346742173
26/07/2023,23.279358,25.518347,23.207731,25.177053,25.177053,688135176
27/07/2023,25.17808,25.586376,24.720161,25.099337,25.099337,514211484
28/07/2023,25.098728,25.473248,24.577673,24.846857,24.846857,374045446
29/07/2023,24.843933,25.367044,24.780375,25.168974,25.168974,265061245
30/07/2023,25.169373,25.193293,23.845407,24.261019,24.261019,365262222
31/07/2023,24.261839,24.750183,23.658819,23.720957,23.720957,376948332
01/08/2023,23.724892,23.998753,23.087238,23.998753,23.998753,428254164
02/08/2023,23.993515,24.219627,22.984316,23.145721,23.145721,393185796
03/08/2023,23.144894,23.353016,22.5401,22.636049,22.636049,365983702
04/08/2023,22.632715,23.521782,22.522667,22.793619,22.793619,382245804
05/08/2023,22.793602,22.895529,22.327997,22.632204,22.632204,250613466
06/08/2023,22.632547,23.4161,22.596603,23.185696,23.185696,320595154
07/08/2023,23.185406,23.503939,22.487352,23.068756,23.068756,353804981
08/08/2023,23.069252,24.727625,23.021738,24.211763,24.211763,495649796
09/08/2023,24.211031,24.951586,24.194208,24.378527,24.378527,447009018
10/08/2023,24.378302,24.8095,24.150667,24.613052,24.613052,339616018
11/08/2023,24.610626,24.865314,24.359615,24.582861,24.582861,314045619
12/08/2023,24.585543,25.111952,24.405806,24.906731,24.906731,253389584
13/08/2023,24.905216,24.91316,24.236483,24.242886,24.242886,263449955
14/08/2023,24.242403,25.227118,24.095398,25.142822,25.142822,359715099
15/08/2023,25.147171,25.241121,23.761662,23.896585,23.896585,424193111
16/08/2023,23.900015,23.99312,22.487528,22.811975,22.811975,441171937
17/08/2023,22.811419,23.380619,20.304153,21.709974,21.709974,620931325
18/08/2023,21.712427,22.170013,21.089134,21.335493,21.335493,411279768
19/08/2023,21.335711,22.147785,21.315994,21.879038,21.879038,244048976
20/08/2023,21.879751,22.004704,21.630095,21.773275,21.773275,198853112
21/08/2023,21.773264,21.777426,20.683577,21.20826,21.20826,339125910
22/08/2023,21.207066,21.250513,19.735468,20.546541,20.546541,381594696
23/08/2023,20.54735,21.746029,20.451468,21.703625,21.703625,404686524
24/08/2023,21.707987,21.988443,20.751087,21.033031,21.033031,328472951
25/08/2023,21.03511,21.049627,20.153101,20.392719,20.392719,278312420
26/08/2023,20.392975,20.403776,20.217575,20.280424,20.280424,144065112
27/08/2023,20.280701,20.870127,20.262112,20.786839,20.786839,177496132
28/08/2023,20.786964,20.786964,20.16869,20.5571,20.5571,200600033
29/08/2023,20.556866,21.983257,20.128344,21.780764,21.780764,469679540
30/08/2023,21.782026,21.932714,20.641665,20.834904,20.834904,292322455
31/08/2023,20.833838,21.007214,19.549763,19.735092,19.735092,343649256
01/09/2023,19.734756,19.907936,19.09251,19.327845,19.327845,286842939
02/09/2023,19.328524,19.666084,19.188915,19.493744,19.493744,200858690
03/09/2023,19.494253,19.657276,19.280931,19.578747,19.578747,164570332
04/09/2023,19.57785,19.949865,19.242256,19.499409,19.499409,220024399
05/09/2023,19.500677,20.547443,19.094311,20.272385,20.272385,387328289
06/09/2023,20.272238,20.348989,19.215927,19.620029,19.620029,313630984
07/09/2023,19.62108,19.972979,19.367788,19.890499,19.890499,242438252
08/09/2023,19.893768,20.214828,19.421865,19.599045,19.599045,219114497
09/09/2023,19.600006,19.602888,19.404615,19.446072,19.446072,101925453
10/09/2023,19.446188,19.446188,17.87034,18.248831,18.248831,520683204
11/09/2023,18.246708,18.413116,17.461477,17.739166,17.739166,380225621
12/09/2023,17.738865,18.655071,17.606657,17.929827,17.929827,361388393
13/09/2023,17.930872,18.508787,17.739513,18.403,18.403,356729875
14/09/2023,18.403322,19.267307,18.403322,18.838306,18.838306,349380172
15/09/2023,18.83918,19.406582,18.59033,19.168844,19.168844,205202282
16/09/2023,19.169498,19.416815,18.917416,19.140369,19.140369,146477836
17/09/2023,19.139828,19.139828,18.71294,18.831629,18.831629,112594680
18/09/2023,18.83238,20.100101,18.651571,19.657246,19.657246,316245106
19/09/2023,19.657076,20.358543,19.614437,20.036188,20.036188,253895801
20/09/2023,20.036289,20.48304,19.853781,20.304937,20.304937,233206126
21/09/2023,20.304815,20.304815,19.373915,19.479071,19.479071,253809695
22/09/2023,19.478251,19.774113,19.221296,19.438145,19.438145,170874161
23/09/2023,19.438511,19.558161,19.313749,19.473904,19.473904,97379053
24/09/2023,19.473894,19.657696,19.308037,19.37429,19.37429,115380619
25/09/2023,19.374146,19.70344,19.217249,19.40414,19.40414,163848456
26/09/2023,19.402744,19.505365,18.941389,19.023287,19.023287,170201883
27/09/2023,19.022514,19.446526,18.774216,19.130022,19.130022,210385139
28/09/2023,19.129475,19.960865,19.110308,19.957617,19.957617,225954938
29/09/2023,19.959581,20.415977,19.87516,20.300655,20.300655,219571069
30/09/2023,20.299589,21.729971,20.12468,21.395147,21.395147,328987954
01/10/2023,21.392059,24.396019,21.170073,23.836487,23.836487,637123111
02/10/2023,23.837955,24.603424,22.976023,23.3717,23.3717,658084028
03/10/2023,23.369921,24.662073,23.296711,23.552694,23.552694,653491878
04/10/2023,23.556915,23.754377,22.692842,23.144787,23.144787,429268875
05/10/2023,23.146551,23.717648,22.628948,22.694141,22.694141,361288781
06/10/2023,22.692167,23.705091,22.692167,23.424454,23.424454,402665506
07/10/2023,23.42395,24.101723,23.117117,23.287302,23.287302,278403509
08/10/2023,23.289335,23.613707,23.144279,23.246426,23.246426,190670414
09/10/2023,23.244909,23.353512,21.814489,22.118397,22.118397,356967743
10/10/2023,22.117517,22.458488,21.738728,22.105116,22.105116,241087146
11/10/2023,22.105202,22.391182,21.679808,22.00742,22.00742,278925381
12/10/2023,22.007484,22.019926,21.068972,21.300268,21.300268,283320977
13/10/2023,21.299955,22.156654,21.132036,21.834917,21.834917,269268807
14/10/2023,21.834354,22.196814,21.821913,22.011719,22.011719,174004594
15/10/2023,22.010534,22.135815,21.711384,21.922028,21.922028,178940996
16/10/2023,21.922586,24.414469,21.922586,23.982958,23.982958,726713710
17/10/2023,23.98159,24.485266,23.64439,23.959318,23.959318,520830665
18/10/2023,23.959225,24.302999,23.424078,23.432138,23.432138,362606644
19/10/2023,23.433477,25.389076,23.256447,24.93792,24.93792,663249208
20/10/2023,24.937544,27.31617,24.774506,27.033674,27.033674,910991447
21/10/2023,27.034481,30.142448,26.712612,29.386229,29.386229,1160814433
22/10/2023,29.384228,29.966192,28.208645,29.036682,29.036682,665340924
23/10/2023,29.26222,32.468773,28.901739,31.850985,31.850985,1581590969
24/10/2023,31.849657,32.360317,29.702093,30.151537,30.151537,1450364573
25/10/2023,30.15122,33.693222,30.059874,32.463066,32.463066,1458706203
26/10/2023,32.461857,33.22134,30.797068,32.775494,32.775494,1015617285
27/10/2023,32.776436,33.302402,31.525139,31.739698,31.739698,870812666
28/10/2023,31.739922,32.477669,31.506313,31.653318,31.653318,380462073
29/10/2023,31.652102,33.131329,31.434202,32.822609,32.822609,507672244
30/10/2023,32.819035,35.172894,32.394566,34.962337,34.962337,1099930941
31/10/2023,34.959831,38.546432,34.908436,38.519516,38.519516,1577034191
01/11/2023,38.513058,46.2509,37.961052,41.461544,41.461544,3630725002
02/11/2023,41.385948,44.489124,38.975346,40.207569,40.207569,2583692673
03/11/2023,40.208927,40.225723,38.218376,39.51976,39.51976,1755955299
04/11/2023,39.52021,42.69524,39.168793,42.346596,42.346596,1454107898
05/11/2023,42.373367,42.803539,40.380127,41.238602,41.238602,884855278
06/11/2023,41.238564,42.155067,39.825077,42.12859,42.12859,1010459088
07/11/2023,42.137772,44.42585,40.319908,43.092545,43.092545,1780187159
08/11/2023,43.085918,43.805058,42.39423,43.189888,43.189888,1009177437
09/11/2023,43.18187,48.703068,42.608185,45.444828,45.444828,2830770419
10/11/2023,45.442371,57.349102,45.216846,56.643852,56.643852,3795204638
11/11/2023,56.640995,63.415447,54.044868,56.102661,56.102661,4182963132
12/11/2023,56.13203,61.714905,54.942104,56.154099,56.154099,2987356952
13/11/2023,56.180626,59.713657,51.907051,51.907051,51.907051,2942685126
14/11/2023,51.902218,57.730106,51.714462,56.838375,56.838375,3195616616
15/11/2023,56.839939,66.867668,56.308987,65.534401,65.534401,3793937162
16/11/2023,65.539444,67.992149,56.810131,57.871403,57.871403,3922608772
17/11/2023,57.92104,60.41629,54.551647,58.415936,58.415936,3185454735
18/11/2023,58.392673,59.283443,55.062313,58.512726,58.512726,1942321169
19/11/2023,58.524284,62.021152,56.882648,61.393559,61.393559,1998656461
20/11/2023,61.370461,61.370461,56.353432,56.533833,56.533833,1937313546
21/11/2023,56.540367,57.365688,51.555916,52.000473,52.000473,2440890238
22/11/2023,52.002129,58.791565,51.737495,57.588558,57.588558,1985653842
23/11/2023,57.578018,59.473923,56.287563,56.599369,56.599369,1379316733
24/11/2023,56.578892,58.686012,56.349091,56.86644,56.86644,1146346831
25/11/2023,56.866287,59.654144,56.325279,58.846489,58.846489,1183793273
26/11/2023,58.845421,58.957962,56.511456,57.6427,57.6427,871154750
27/11/2023,57.628868,58.021225,53.71447,55.064621,55.064621,1237763215
28/11/2023,55.06263,58.606823,54.085323,58.19437,58.19437,1412314015
29/11/2023,58.19305,61.653358,57.855091,59.25013,59.25013,1941361674
30/11/2023,59.253517,61.437874,58.946922,59.241623,59.241623,1263841021
01/12/2023,59.238178,61.758018,58.77821,59.803997,59.803997,1376669760
02/12/2023,59.803745,63.832859,59.773762,63.832859,63.832859,1346327049
03/12/2023,63.820877,65.396255,62.416622,63.039967,63.039967,1368876645
04/12/2023,63.037769,65.13324,60.280521,61.526615,61.526615,2211865569
05/12/2023,61.529175,62.540005,59.250828,60.994831,60.994831,1693517649
06/12/2023,60.979866,66.383621,60.979866,61.902958,61.902958,3030993886
07/12/2023,61.934044,69.300468,61.873009,67.83783,67.83783,3002455075
08/12/2023,67.846718,75.129791,67.841232,75.002434,75.002434,3612712432
09/12/2023,74.989548,77.502022,72.039688,72.257607,72.257607,2893248364
10/12/2023,72.272949,74.724594,70.919228,74.705887,74.705887,1849363354
11/12/2023,74.714226,74.838112,67.215492,70.367172,70.367172,3729540309
12/12/2023,70.344284,72.340927,65.968994,68.54068,68.54068,2366453484
13/12/2023,68.532249,72.354759,64.369774,70.767784,70.767784,2414610075
14/12/2023,70.748672,76.179985,69.857323,75.620331,75.620331,2464938440
15/12/2023,75.636688,79.15107,72.366638,72.368988,72.368988,2821390652
16/12/2023,72.433479,77.079201,71.569344,73.473503,73.473503,1781972898
17/12/2023,73.474785,74.720016,70.824455,71.000519,71.000519,1552380672
18/12/2023,70.932632,75.380539,67.334404,74.34716,74.34716,2281865174
19/12/2023,74.34919,76.271408,72.010612,72.989769,72.989769,1900875405
20/12/2023,72.98999,83.957451,72.98999,82.191231,82.191231,3745738278
